bedroom,bathrooms,area,furnishing,floor_number,parking,powerbackup,gate_community,location,rent,location_encoded,furnishing_encoded
2,2,1030.0,Unfurnished,2,1,2,Yes,Paranjape Blue Ridge,21000.0,236,2
3,2,0.0,Semifurnished,1,1,0,No,Wadgaon Sheri,32000.0,333,1
1,1,0.0,Unfurnished,1,0,0,No,Karve Nagar,13000.0,129,2
4,5,0.0,Semifurnished,1,2,2,Yes,Panchshil Eon Waterfront,98000.0,229,1
2,2,0.0,Semifurnished,2,1,0,No,Prem Mairah Residences,16000.0,250,1
1,2,0.0,Unfurnished,3,0,0,No,Tukai Darshan,8500.0,317,2
1,1,399.0,Unfurnished,1,0,0,Yes,Vadgaon Sheri,7100.0,320,2
1,1,0.0,Semifurnished,1,0,0,No,Kharadi,10000.0,134,1
1,1,0.0,Unfurnished,1,0,0,No,Manjri,5000.0,181,2
2,2,750.0,Semifurnished,4,1,2,Yes,Aishwaryam Ventures,22000.0,12,1
2,2,850.0,Semifurnished,4,1,1,Yes,Kumar Kruti,25000.0,151,1
2,2,648.0,Semifurnished,1,1,0,Yes,ITrend Homes,17500.0,110,1
2,2,0.0,Semifurnished,6,0,0,Yes,Neco Gardens,23000.0,211,1
2,2,1200.0,Unfurnished,2,1,2,Yes,Clover Highlands,25000.0,51,2
2,2,0.0,Semifurnished,8,0,1,Yes,KFP Chesterfield,15000.0,118,1
1,1,450.0,Semifurnished,9,0,0,No,Hadapsar,5500.0,105,1
1,1,650.0,Unfurnished,1,0,1,Yes,Hermes Heritage,19000.0,107,2
2,2,0.0,Semifurnished,6,1,2,No,Nyati Elan,17000.0,217,1
2,2,676.0,Unfurnished,7,1,1,Yes,Duville Riverdale Heights,23000.0,65,2
3,4,1450.0,Furnished,6,2,1,Yes,Lunkad Sky Vie,66000.0,164,0
1,1,500.0,Semifurnished,5,1,1,Yes,DSK Sundarban Phase 1,13000.0,56,1
2,2,1000.0,Unfurnished,9,1,0,Yes,Paranjape Yuthika,25000.0,237,2
3,3,881.0,Furnished,4,1,1,Yes,Paramount Altissimo,30000.0,234,0
3,3,1450.0,Semifurnished,1,1,2,Yes,Ganga Platino,34000.0,82,1
2,2,1060.0,Furnished,2,1,0,No,Wakad,21000.0,335,0
2,2,0.0,Semifurnished,1,0,0,No,Wadgaon Sheri,20000.0,333,1
1,1,500.0,Semifurnished,5,1,2,Yes,GK Dayal Heights,15500.0,72,1
2,2,950.0,Semifurnished,3,1,1,Yes,Clover Village,25000.0,52,1
1,1,0.0,Unfurnished,0,0,0,Yes,Mundhwa,10000.0,206,2
3,3,0.0,Unfurnished,1,1,2,No,Amanora Trendy Homes,28000.0,19,2
2,2,850.0,Furnished,5,1,1,Yes,Fortaleza Apartment,33000.0,70,0
3,3,1155.0,Unfurnished,6,1,1,Yes,AG Imperial Towers,25000.0,2,2
3,3,1131.83,Semifurnished,6,1,1,Yes,Pride Purple Park Ivory,27000.0,251,1
2,2,1127.0,Semifurnished,9,1,0,No,GKG The Kings Way,25000.0,79,1
1,1,0.0,Unfurnished,0,0,0,No,Nigdi,8000.0,214,2
2,2,960.0,Semifurnished,9,1,2,No,Marvel Ganga Fria Phase 1,18000.0,190,1
1,1,520.0,Unfurnished,1,1,2,No,Paranjape Blue Ridge,12000.0,236,2
1,1,0.0,Unfurnished,0,0,0,No,Keshav Nagar,5500.0,133,2
3,3,1426.0,Semifurnished,7,2,2,Yes,Geras Song Of Joy,33000.0,88,1
2,2,0.0,Furnished,4,1,2,Yes,Amanora Trendy Homes,22000.0,19,0
3,2,914.0,Semifurnished,4,1,0,No,Amanora Future Towers,34000.0,15,1
1,1,0.0,Unfurnished,1,1,0,No,Nigdi,12000.0,214,2
2,2,900.0,Semifurnished,7,1,2,Yes,Nyati Estate,16000.0,220,1
3,3,1492.0,Unfurnished,1,1,1,Yes,On req,35000.0,227,2
2,2,1080.0,Semifurnished,1,1,0,No,Megapolis Sparklet,19000.0,195,1
3,3,1380.0,Furnished,4,1,2,No,Green valley,30000.0,103,0
1,1,0.0,Unfurnished,2,0,0,No,Wagholi,4000.0,334,2
2,2,760.0,Semifurnished,7,1,0,No,Megapolis Sparklet,15000.0,195,1
2,2,0.0,Unfurnished,2,2,0,Yes,Rahul Cooperative Housing Society,25000.0,267,2
1,2,0.0,Semifurnished,4,1,1,Yes,Rose Icon,16500.0,280,1
2,2,70.73,Semifurnished,2,1,2,Yes,TCG The Cliff Garden,18000.0,307,1
2,2,890.0,Unfurnished,8,1,2,Yes,Nyati Eternity,14000.0,222,2
1,1,0.0,Semifurnished,9,1,1,No,Puraniks Aldea,13000.0,262,1
2,2,1050.0,Unfurnished,6,1,2,Yes,Bramha Exuberance,20000.0,41,2
3,3,1250.0,Unfurnished,5,1,1,Yes,Devi Sacred Heart Town,30000.0,57,2
1,1,0.0,Unfurnished,1,0,0,No,Pimple Gurav,9500.0,246,2
3,3,0.0,Unfurnished,6,1,2,Yes,Kumar Park Infinia,21000.0,153,2
3,2,0.0,Semifurnished,1,1,1,Yes,Kumar Kruti,26000.0,151,1
2,2,1000.0,Furnished,4,1,1,Yes,Bramha Sun City Phase 1,30000.0,43,0
2,2,903.0,Unfurnished,8,1,0,No,Goel Ganga Legend County,23000.0,97,2
1,1,35.0,Semifurnished,4,0,1,Yes,Sai Paradise,15000.0,285,1
1,1,450.0,Furnished,2,1,0,Yes,Magarpatta City Iris,7000.0,168,0
2,2,700.0,Semifurnished,5,1,1,Yes,Mittal Pebbles High Mont,15000.0,201,1
3,3,1350.0,Unfurnished,6,1,2,Yes,Sudhir Mandke Advantage Homes,29000.0,303,2
2,2,760.0,Furnished,9,1,2,Yes,Megapolis Sparklet,22000.0,195,0
3,2,0.0,Semifurnished,4,1,2,Yes,Gemini Grand Bay,21000.0,84,1
1,1,464.0,Unfurnished,8,1,2,Yes,Paranjape Blue Ridge,12000.0,236,2
2,2,1600.0,Unfurnished,2,1,0,No,Undri,20000.0,319,2
2,2,0.0,Furnished,9,1,1,Yes,GK Vedanta,28000.0,78,0
2,2,0.0,Unfurnished,7,1,2,Yes,Micasaa Apartments,12500.0,198,2
3,3,1750.0,Unfurnished,1,2,0,Yes,Tuscan Estate Signature Meadows,34000.0,318,2
2,2,650.0,Semifurnished,4,1,2,Yes,Amanora Victory Tower,17000.0,20,1
3,3,1200.0,Semifurnished,4,1,2,Yes,DSK Gandhakosh,22000.0,55,1
3,3,0.0,Unfurnished,1,1,0,No,Pristine Prolife,23000.0,258,2
1,1,450.0,Unfurnished,0,0,0,No,Sukhsagar Nagar,5000.0,304,2
3,3,0.0,Semifurnished,1,1,1,Yes,Panchshil One North,24768.73599,230,1
2,2,560.0,Semifurnished,3,1,1,Yes,Xrbia City,8000.0,338,1
1,1,490.0,Semifurnished,8,1,0,Yes,Duville Riverdale Heights,16000.0,65,1
2,2,922.47,Unfurnished,1,1,1,No,Siddhashila Eela,13000.0,296,2
2,2,725.0,Semifurnished,5,1,0,No,Sai Paradise,13500.0,285,1
2,2,840.0,Furnished,1,1,1,Yes,TCG The Crown Greens,20000.0,308,0
1,1,318.0,Unfurnished,2,1,0,Yes,Xrbia Hinjewadi,6500.0,339,2
1,1,0.0,Unfurnished,4,0,0,No,Katraj,10000.0,132,2
1,1,599.0,Unfurnished,0,0,0,No,Kharadi,8001.0,134,2
2,2,890.0,Furnished,2,0,1,Yes,Goel Ganga Satellite,25000.0,99,0
1,1,650.0,Unfurnished,5,1,1,Yes,Suncity Township,14500.0,305,2
2,2,750.0,Semifurnished,2,1,0,No,Pimple Gurav,12500.0,246,1
4,4,2150.0,Semifurnished,8,2,2,Yes,Kolte Patil 24K Opula,70000.0,141,1
2,2,1050.0,Unfurnished,2,1,1,Yes,Paranjape Blue Ridge,20000.0,236,2
3,4,0.0,Furnished,9,2,0,No,Fortaleza Apartment,55000.0,70,0
2,2,956.0,Semifurnished,1,1,2,Yes,Magarpatta City Jasminium,19500.0,169,1
1,1,0.0,Unfurnished,2,0,0,No,Pimple Gurav,10000.0,246,2
2,2,1111.0,Furnished,3,2,0,Yes,Goel Ganga Carnation,26000.0,95,0
3,3,1600.0,Unfurnished,4,2,1,Yes,Forest County,40000.0,69,2
3,3,0.0,Furnished,3,1,2,Yes,Kolte Patil Western Avenue,25500.0,146,0
1,1,500.0,Semifurnished,2,1,0,Yes,Splendor Megapolis,5000.0,301,1
2,2,0.0,Unfurnished,5,1,0,No,Paranjape Azure,18000.0,235,2
2,2,847.0,Unfurnished,2,2,2,Yes,Runal Gateway,17000.0,281,2
3,3,1000.0,Furnished,7,1,2,Yes,Bella Casa Baner,25000.0,33,0
2,2,889.0,Unfurnished,1,1,2,Yes,Kolte Patil Life Republic,13999.0,145,2
1,1,0.0,Unfurnished,0,0,0,No,New Sanghvi,10000.0,213,2
2,2,0.0,Unfurnished,4,0,0,No,Hubtown Countrywoods,10000.0,109,2
2,2,1100.0,Unfurnished,5,1,2,Yes,Bramha Exuberance,19000.0,41,2
2,2,0.0,Semifurnished,1,1,2,Yes,Nyati Elysia,21000.0,218,1
2,2,850.0,Unfurnished,3,1,0,No,Amit Astonia Classic,13500.0,21,2
2,2,840.0,Unfurnished,1,1,2,Yes,Nyati Elan,15500.0,217,2
2,2,0.0,Unfurnished,4,1,1,Yes,Magarpatta City Iris,17000.0,168,2
2,2,1000.0,Unfurnished,6,1,2,Yes,Manikchand Malabar Hills,19000.0,179,2
2,2,1030.0,Semifurnished,2,1,2,Yes,Paranjape Blue Ridge,21000.0,236,1
2,2,0.0,Semifurnished,2,1,0,No,Teerth Towers,20000.0,311,1
2,2,0.0,Unfurnished,4,0,0,No,Katraj,12000.0,132,2
1,1,0.0,Unfurnished,3,1,0,No,On req,8000.0,227,2
3,3,1350.0,Unfurnished,5,1,2,Yes,Brahma Aangan,26000.0,39,2
1,1,640.0,Unfurnished,6,1,1,No,Majestique City,8500.0,175,2
3,3,0.0,Unfurnished,1,1,0,No,Megapolis Sunway,22000.0,197,2
1,1,0.0,Semifurnished,0,0,0,No,On Req,8000.0,226,1
2,2,77.08,Semifurnished,2,1,1,Yes,Sancheti Belcastel,21000.0,289,1
3,3,1400.0,Unfurnished,1,1,1,Yes,Goel Ganga Satellite,35000.0,99,2
3,3,1167.0,Semifurnished,1,1,2,Yes,Mittal Pebbles High Mont,18000.0,201,1
2,2,850.0,Semifurnished,2,1,2,Yes,Nyati Elysia,24000.0,218,1
2,2,904.0,Semifurnished,1,1,1,Yes,Bramhacorp F Residences,25000.0,45,1
2,2,811.0,Unfurnished,9,0,1,Yes,Mittal Arc Vista,14000.0,199,2
2,2,725.0,Unfurnished,3,1,0,Yes,Arihant Venkateshwara Green City,12000.0,24,2
2,2,700.0,Unfurnished,0,1,1,Yes,Planet Millennium CHS,17000.0,248,2
2,2,640.0,Semifurnished,5,1,1,Yes,Air Castles,12000.0,9,1
2,2,76.6,Furnished,1,1,2,Yes,Sancheti Belcastel,24000.0,289,0
1,1,208.0,Furnished,5,1,0,Yes,Xrbia Hinjewadi,5700.0,339,0
2,2,49.37,Semifurnished,2,1,0,No,Godrej Infinity,20000.0,94,1
2,2,0.0,Furnished,1,1,0,No,Megapolis Sparklet,20000.0,195,0
2,2,0.0,Unfurnished,0,0,0,No,Lohegaon,7000.0,162,2
2,2,0.0,Semifurnished,5,1,1,Yes,Devi Sacred Heart Town,25000.0,57,1
1,1,435.0,Unfurnished,7,1,2,Yes,Sai Sanskruti,10000.0,286,2
2,2,0.0,Unfurnished,4,1,0,Yes,Rose Icon,20000.0,280,2
3,4,2700.0,Semifurnished,3,2,1,Yes,Marvel Sangria,43000.0,191,1
2,2,0.0,Semifurnished,6,0,0,Yes,Rama Capriccio,17000.0,271,1
1,1,0.0,Unfurnished,2,0,0,No,Hadapsar,6000.0,105,2
2,2,800.0,Unfurnished,1,1,0,Yes,RajHeramba Venkatesh Imperia,14000.0,268,2
2,2,0.0,Furnished,5,1,1,Yes,Paranjape Yuthika,30000.0,237,0
1,1,0.0,Unfurnished,0,1,0,Yes,Dighi,7000.0,61,2
1,1,0.0,Semifurnished,1,0,0,No,Nigdi,12000.0,214,1
2,2,0.0,Semifurnished,5,1,0,No,Gemini Grand Bay,17000.0,84,1
2,2,0.0,Furnished,9,1,0,No,Sanskriti Housing Society,22000.0,291,0
2,2,970.0,Furnished,1,1,0,No,TCG The Cliff Garden,18000.0,307,0
2,2,1250.0,Furnished,5,1,2,Yes,Mittal Sun Grandeur,25000.0,202,0
2,2,665.0,Semifurnished,3,1,0,No,Kumar Primavera,21000.0,156,1
2,2,970.0,Furnished,1,0,0,No,Megapolis Sparklet,16000.0,195,0
2,2,760.0,Semifurnished,9,1,1,Yes,Mont Vert Seville,18500.0,204,1
2,2,650.0,Semifurnished,8,1,1,Yes,Forest County,28000.0,69,1
2,2,0.0,Semifurnished,4,1,1,Yes,Gera Park View 1,19000.0,86,1
1,1,0.0,Unfurnished,3,1,2,Yes,Xrbia Hinjewadi,6500.0,339,2
1,1,550.0,Unfurnished,3,1,1,Yes,Bhandari Savannah,9500.0,37,2
2,2,0.0,Unfurnished,0,1,0,No,Hadapsar,14000.0,105,2
2,2,0.0,Semifurnished,5,1,0,No,TCG The Crown Greens,20000.0,308,1
1,1,208.0,Furnished,0,1,2,Yes,Xrbia City,6000.0,338,0
2,2,783.0,Semifurnished,5,0,2,Yes,Sancheti Mount n Glory,22000.0,290,1
2,2,950.0,Furnished,7,1,1,Yes,Kumar Picasso,27000.0,155,0
3,3,1460.0,Semifurnished,0,2,1,Yes,Belvalkar Solacia,18000.0,34,1
1,1,500.0,Semifurnished,5,1,2,Yes,Goel Ganga Constella,13000.0,96,1
1,1,0.0,Unfurnished,4,1,0,No,Marunji,8000.0,186,2
2,2,840.0,Furnished,8,1,2,Yes,Magarpatta Annex,20000.0,166,0
3,3,1100.0,Unfurnished,3,1,2,Yes,Kolte Patil Downtown Langston,25000.0,142,2
1,1,620.0,Furnished,5,1,2,Yes,Paranjape Blue Ridge,15000.0,236,0
2,2,10000.0,Furnished,5,1,0,Yes,Bramha Sun City Phase 2,34000.0,44,0
2,2,960.0,Semifurnished,2,1,0,Yes,GK Roseland Residency,20000.0,75,1
1,1,600.0,Unfurnished,3,1,0,Yes,on req,12000.0,342,2
3,3,1155.0,Unfurnished,9,1,1,No,7 Plumeria Drive,22000.0,1,2
1,1,24.3,Unfurnished,9,0,1,Yes,Mantra 7 Hills,7500.0,183,2
2,2,0.0,Semifurnished,6,1,1,Yes,Amit Astonia Classic,12000.0,21,1
3,3,1250.0,Furnished,7,1,0,No,Amanora Park Town,25000.0,18,0
1,1,0.0,Semifurnished,1,0,0,No,Sukhsagar Nagar,7500.0,304,1
2,2,750.0,Semifurnished,1,1,2,Yes,Mittal Pebbles High Mont,13000.0,201,1
1,1,0.0,Unfurnished,0,0,0,No,Katraj,9000.0,132,2
3,3,950.0,Furnished,7,1,1,Yes,Air Castles,23000.0,9,0
2,2,1000.0,Semifurnished,4,0,0,No,Kumar Picasso,26000.0,155,1
2,2,0.0,Semifurnished,7,1,1,Yes,Panchshil Satellite Towers,37000.0,231,1
1,1,0.0,Semifurnished,1,0,0,Yes,Vishrant Housing Society,15000.0,330,1
3,4,0.0,Semifurnished,5,2,2,Yes,Marvel Enigma,38000.0,189,1
1,2,0.0,Unfurnished,0,1,0,No,Kalewadi,10000.0,119,2
2,2,790.0,Unfurnished,4,1,1,Yes,Palm Atlantis,12000.0,228,2
1,1,550.0,Unfurnished,1,1,0,Yes,Paranjape Blue Ridge,12000.0,236,2
2,2,1000.0,Unfurnished,2,1,1,Yes,Goel Ganga Constella,18000.0,96,2
1,1,0.0,Semifurnished,0,0,0,No,Vishrantwadi,7000.0,331,1
4,6,2424.0,Unfurnished,1,2,2,Yes,Lodha Belmondo,55000.0,161,2
2,2,1000.0,Semifurnished,3,1,1,Yes,Kumar Kruti,23000.0,151,1
2,2,832.0,Furnished,1,1,2,No,Mahindra Antheia,31000.0,174,0
2,2,0.0,Semifurnished,1,1,1,Yes,Majestique Vanalika,9000.0,178,1
3,3,1350.0,Semifurnished,1,1,2,Yes,Nanded City,19000.0,209,1
3,3,0.0,Furnished,2,1,2,Yes,Elina Living,33000.0,66,0
2,2,735.0,Unfurnished,6,1,2,Yes,Majestique City,11000.0,175,2
2,2,50.73,Semifurnished,9,1,0,Yes,TCG The Cliff Garden,16500.0,307,1
2,2,800.0,Furnished,6,1,1,Yes,Pristine Prolife,19000.0,258,0
3,3,1200.0,Semifurnished,5,1,1,Yes,Pristine Prolife,23000.0,258,1
3,2,0.0,Semifurnished,2,1,2,Yes,Clover Heights,25000.0,50,1
3,3,0.0,Semifurnished,1,1,0,No,Baner,30000.0,31,1
1,1,500.0,Furnished,1,1,0,No,Kothrud,15000.0,149,0
2,2,1050.0,Unfurnished,5,1,0,No,Manikchand Malabar Hills,22000.0,179,2
2,2,750.0,Semifurnished,1,1,0,No,Kohinoor Tinsel Town Phase 2,16000.0,138,1
3,3,1227.0,Unfurnished,1,1,0,No,AWHO Vijay Vihar,25000.0,6,2
3,2,1260.0,Unfurnished,2,1,0,Yes,Pride Purple Sapphire Park,25000.0,253,2
2,2,900.0,Unfurnished,1,1,1,Yes,Kingsbury at Pride World City,17000.0,135,2
3,3,1619.0,Semifurnished,5,1,2,Yes,Godrej Horizon,32000.0,93,1
2,2,0.0,Semifurnished,3,1,0,No,Rama Melange Residences,15000.0,272,1
3,3,1600.0,Semifurnished,6,1,2,Yes,Bella Casa Baner,23000.0,33,1
1,1,0.0,Unfurnished,0,0,0,No,Wadgaon Sheri,17000.0,333,2
2,2,0.0,Unfurnished,8,1,0,Yes,Pristine Greens,12000.0,256,2
3,3,0.0,Furnished,5,1,0,No,Amanora Park Town,48000.0,18,0
1,1,460.0,Unfurnished,5,1,2,Yes,Vaishnavi Spring Woods,11000.0,321,2
3,2,0.0,Unfurnished,4,1,2,No,Megapolis Splendour,20000.0,196,2
1,1,407.0,Unfurnished,7,0,1,Yes,Dreams Aakruti,9500.0,63,2
1,1,0.0,Semifurnished,0,1,0,Yes,Thite Nagar,9000.0,315,1
2,2,903.0,Semifurnished,1,1,0,Yes,Goel Ganga Legend County,22000.0,97,1
2,2,950.0,Furnished,9,1,2,Yes,Gini Viviana,24999.0,91,0
4,5,0.0,Semifurnished,4,2,2,Yes,Panchshil Waterfront,24768.73599,233,1
2,2,900.0,Unfurnished,8,1,2,Yes,Aple Ghar Society,17000.0,23,2
2,2,0.0,Semifurnished,4,1,2,Yes,Flower Valley Apartment,25000.0,68,1
1,1,0.0,Unfurnished,0,0,0,No,Manjri,5000.0,181,2
2,2,0.0,Furnished,1,1,2,Yes,Megapolis Sparklet,16000.0,195,0
2,2,1100.0,Semifurnished,4,1,1,Yes,Konark Kinara,20000.0,147,1
2,2,650.0,Unfurnished,4,1,1,Yes,Swaraj Residency,10000.0,306,2
1,1,0.0,Semifurnished,2,0,0,No,Planet Millennium CHS,16000.0,248,1
2,2,1020.0,Semifurnished,5,1,1,Yes,Amanora Victory Tower,18000.0,20,1
2,2,1050.0,Unfurnished,5,1,2,Yes,Geras Song Of Joy,26000.0,88,2
1,1,452.0,Unfurnished,6,1,2,Yes,Siddhashila Eela,11000.0,296,2
2,2,800.0,Semifurnished,3,1,2,Yes,Rose Icon,18500.0,280,1
3,3,0.0,Semifurnished,1,1,2,Yes,Kolte Patil 24K Opula,47000.0,141,1
1,1,430.0,Semifurnished,4,1,2,Yes,GK Dwarkadheesh Residency,12500.0,73,1
1,1,400.0,Unfurnished,0,1,2,Yes,Kothrud,8000.0,149,2
3,2,0.0,Semifurnished,1,1,0,No,Kothrud,22000.0,149,1
3,3,1700.0,Semifurnished,2,2,0,No,Kumar Picasso,27000.0,155,1
3,4,3000.0,Unfurnished,6,1,2,Yes,K Raheja Vistas Premiere maxima,42500.0,116,2
2,2,55.72,Unfurnished,1,1,1,Yes,RajHeramba Venkatesh Imperia,14000.0,268,2
2,2,0.0,Unfurnished,7,1,0,No,Siddhashila Eela,15000.0,296,2
2,2,0.0,Unfurnished,6,1,0,Yes,Pride World City,16000.0,255,2
2,2,0.0,Unfurnished,3,1,0,No,GKG The Kings Way,25000.0,79,2
1,1,0.0,Furnished,6,1,2,Yes,Kumar Paradise,16000.0,152,0
3,2,1215.0,Unfurnished,5,1,0,No,Nyati Estate,15000.0,220,2
2,2,950.0,Unfurnished,6,1,2,Yes,Raheja Vistas Phase 2,22000.0,266,2
2,2,800.0,Semifurnished,0,1,0,No,Bavdhan,30000.0,32,1
1,2,439.0,Semifurnished,4,1,1,Yes,GK Silverland Residency Phase 1,11000.0,77,1
3,3,1475.0,Unfurnished,6,1,1,Yes,Nyati Esteban 1,28000.0,221,2
1,1,375.0,Furnished,8,1,2,Yes,Amanora Metro Towers,20000.0,16,0
2,2,1080.0,Semifurnished,3,1,0,No,Hermes Heritage,25000.0,107,1
2,2,50.54,Semifurnished,6,1,1,Yes,Amit Astonia Classic,12000.0,21,1
2,2,425.0,Semifurnished,6,1,2,No,Xrbia Hinjewadi,7000.0,339,1
1,1,0.0,Semifurnished,1,1,0,No,Bhosari,10000.0,38,1
3,3,1220.95,Unfurnished,4,2,1,Yes,Pegasus Megapolis Mystic,26000.0,241,2
2,2,1000.0,Unfurnished,0,1,1,Yes,Rakshak Nagar Society,16000.0,269,2
3,2,1100.0,Unfurnished,1,1,2,No,Duville Riverdale Heights,27000.0,65,2
2,2,850.0,Furnished,5,1,2,Yes,Magarpatta Cosmos Apartment,24999.0,170,0
1,1,318.0,Furnished,0,1,0,Yes,Xrbia City,6200.0,338,0
4,5,3200.0,Furnished,8,2,2,Yes,Vascon Marigold,24768.73599,323,0
2,2,0.0,Semifurnished,1,1,0,No,Megapolis Sunway,16000.0,197,1
2,2,716.0,Unfurnished,4,1,1,No,Siddhashila Eela,13000.0,296,2
2,2,1000.0,Furnished,4,1,0,Yes,Sancheti Mount n Glory,20000.0,290,0
2,2,0.0,Unfurnished,2,1,0,No,Vishrantwadi,16400.0,331,2
2,2,0.0,Semifurnished,2,1,0,No,Marvel Arco,35000.0,187,1
2,2,700.0,Unfurnished,6,1,0,No,Bunty Mayur Kilbil,18500.0,46,2
2,2,0.0,Furnished,1,0,0,Yes,Splendour County,22000.0,302,0
3,3,1750.0,Unfurnished,9,1,2,Yes,Panchshil Towers,70000.0,232,2
1,1,0.0,Furnished,6,1,2,Yes,Godrej Horizon,12500.0,93,0
1,2,450.0,Semifurnished,9,1,1,Yes,ARV Ganga Kingston,14500.0,3,1
2,2,850.0,Semifurnished,2,2,2,Yes,Nyati Elysia,25000.0,218,1
1,1,0.0,Semifurnished,1,1,2,Yes,Megapolis Sparklet,11000.0,195,1
1,1,350.0,Unfurnished,2,1,0,Yes,Sai Satyam Park,4500.0,287,2
2,2,0.0,Furnished,5,1,2,Yes,Sancheti Belcastel,16000.0,289,0
1,1,0.0,Semifurnished,1,1,0,Yes,Shanta Niketan Housing Society,14500.0,294,1
3,3,1350.0,Furnished,5,2,2,Yes,Goel Ganga Carnation,50000.0,95,0
1,1,0.0,Unfurnished,0,0,0,No,Baner,15000.0,31,2
1,1,0.0,Semifurnished,2,0,0,No,Dhanori,8500.0,59,1
3,3,0.0,Semifurnished,3,1,2,Yes,Megapolis Splendour,28000.0,196,1
2,2,785.0,Unfurnished,5,1,1,Yes,Runwal Seagull,14000.0,282,2
2,2,0.0,Furnished,4,0,0,No,Kothrud,20000.0,149,0
1,1,0.0,Unfurnished,0,0,0,No,Hadapsar,5000.0,105,2
1,1,1200.0,Semifurnished,0,0,0,No,Kalwad Wasti,7500.0,124,1
2,2,830.0,Semifurnished,1,0,1,No,Nyati Elan,14500.0,217,1
1,1,460.0,Furnished,7,1,2,Yes,Amanora Park Town,16000.0,18,0
2,2,950.0,Semifurnished,9,1,2,No,Paranjape Yuthika,23000.0,237,1
1,1,523.0,Semifurnished,2,1,2,Yes,Prem Mairah Residences,14000.0,250,1
2,2,925.0,Semifurnished,4,1,2,Yes,Essen Aishwaryam Comfort,18000.0,67,1
2,2,0.0,Semifurnished,4,1,2,No,Madhuban Society,18000.0,165,1
3,3,1550.0,Semifurnished,7,1,1,Yes,Forest County,33000.0,69,1
3,2,1705.0,Unfurnished,5,1,1,Yes,ARV Imperia,15000.0,4,2
3,3,1250.0,Semifurnished,6,1,2,Yes,Kolte Patil 24K Glamore,26000.0,139,1
3,3,1140.0,Furnished,6,1,1,Yes,Bramha Sun City Phase 1,32000.0,43,0
1,1,0.0,Unfurnished,4,1,0,Yes,Goel Ganga Constella,15000.0,96,2
2,2,1026.0,Semifurnished,9,1,2,Yes,Bramhacorp F Residences,23500.0,45,1
1,1,0.0,Unfurnished,1,1,2,No,Cozy Homes,8500.0,53,2
1,1,550.0,Unfurnished,1,0,0,No,Pimpri Chinchwad,9000.0,247,2
2,2,0.0,Semifurnished,3,1,0,No,Sonigara Kesar,19000.0,300,1
1,1,400.0,Unfurnished,5,1,0,No,Gandhi Bafna Ayaan,14400.0,81,2
2,2,800.0,Semifurnished,1,1,1,Yes,Kalpataru Splendour,17000.0,123,1
2,2,0.0,Furnished,8,1,2,Yes,Goel Ganga Satellite,30000.0,99,0
2,2,850.0,Unfurnished,4,1,0,No,Majestique City,12300.0,175,2
2,1,0.0,Semifurnished,9,1,2,Yes,Amanora Future Towers,22000.0,15,1
2,2,0.0,Unfurnished,4,1,0,No,Kumar Primavera,21000.0,156,2
2,2,821.0,Semifurnished,1,1,1,Yes,7 Plumeria Drive,17000.0,1,1
2,2,0.0,Semifurnished,8,1,0,No,Goel Hari Ganga,26000.0,100,1
2,2,0.0,Unfurnished,5,1,0,No,Megapolis Splendour,13000.0,196,2
2,2,810.0,Unfurnished,2,1,0,No,Vishrantwadi,15000.0,331,2
1,1,0.0,Unfurnished,0,0,0,No,Dhanori,8500.0,59,2
2,2,773.0,Unfurnished,2,1,2,Yes,Pristine Greens,12000.0,256,2
1,2,0.0,Semifurnished,0,1,0,Yes,Vishrantwadi,12000.0,331,1
2,2,860.0,Unfurnished,2,1,1,Yes,Clover Heights,23000.0,50,2
2,2,0.0,Furnished,1,1,1,Yes,Goel Ganga Constella,20000.0,96,0
1,2,450.0,Unfurnished,7,1,2,Yes,Pebbles Urbania,16000.0,240,2
2,2,850.0,Unfurnished,2,1,2,Yes,Raviraj Rakshaknagar Gold,15500.0,274,2
1,2,600.0,Semifurnished,7,1,2,No,Mahindra Antheia,20000.0,174,1
2,3,785.0,Unfurnished,4,1,2,Yes,Dheeraj Jade Residences,10000.0,60,2
3,3,0.0,Semifurnished,5,1,1,Yes,Megapolis Sangria Hinjewadi,25000.0,193,1
2,2,720.0,Unfurnished,9,1,2,Yes,Venkatesh Classic Pune,14000.0,324,2
3,3,1600.0,Furnished,1,1,0,No,Magarpatta City Daffodils,45000.0,167,0
1,1,0.0,Unfurnished,1,0,0,No,Hadapsar,5500.0,105,2
1,1,470.0,Furnished,6,1,2,Yes,Magarpatta Heliconia,14000.0,171,0
1,1,0.0,Semifurnished,3,1,1,Yes,Hermes Heritage,15000.0,107,1
3,3,0.0,Semifurnished,8,1,1,Yes,Paranjape Blue Ridge,28000.0,236,1
2,2,750.0,Semifurnished,3,1,0,No,Omega Paradise Phase 2,20000.0,225,1
1,1,0.0,Unfurnished,1,1,2,No,Ram Society,12000.0,270,2
1,1,433.0,Unfurnished,1,1,0,No,Venkatesh Graffiti,15000.0,325,2
3,3,0.0,Semifurnished,4,1,0,Yes,Om The Island,25000.0,224,1
3,4,2000.0,Furnished,3,1,2,Yes,Panchshil Satellite Towers,72000.0,231,0
2,2,715.0,Unfurnished,9,1,2,Yes,Nanded City,15000.0,209,2
2,2,0.0,Semifurnished,5,1,0,No,Kingsbury at Pride World City,15000.0,135,1
