Area_sqft,Location,BHK,Parking,Gym,Pool,Lift,PowerBackup,AC,Rent_Monthly
2963,Kothrud,4,9,9,9,9,9,9,171000.0
2110,Viman Nagar,3,9,9,9,9,9,9,187500.0
1106,Girgaon,3,9,9,9,9,9,9,11100.0
790,IT Colony,2,9,9,9,9,9,9,10500.0
670,IT Colony,2,9,9,9,9,9,9,24300.0
1250,Sector 19 Kharghar,2,9,9,9,9,9,9,13500.0
653,mumbai,1,9,9,9,9,9,9,23100.0
1125,Kamothe,2,9,9,9,9,9,9,33600.0
1400,Majiwada thane,3,9,9,9,9,9,9,25500.0
850,Yogi Hills,2,9,9,9,9,9,9,13500.0
550,Hiranandani Meadows,1,9,9,9,9,9,9,54000.0
1006,Aundh,2,9,9,9,9,9,9,22800.0
1127,Pimpri,2,9,9,9,9,9,9,48000.0
950,Jogeshwari West,2,9,9,9,9,9,9,19500.0
500,Sector 19 Nerul,1,9,9,9,9,9,9,15300.0
427,Owale,1,9,9,9,9,9,9,7800.0
384,Wakad,1,9,9,9,9,9,9,54000.0
8511,Worli South Mumbai,5,9,9,9,9,9,9,36300.0
1525,roadpali navimumbai,3,9,9,9,9,9,9,25200.0
1139,roadpali navimumbai,2,9,9,9,9,9,9,24800.0
1139,roadpali navimumbai,2,9,9,9,9,9,9,17400.0
1060,taloja panchanand,2,9,9,9,9,9,9,17400.0
1025,taloja panchanand,2,9,9,9,9,9,9,10800.0
690,Taloja Bypass Nitalas Link Road,1,9,9,9,9,9,9,10500.0
670,taloja panchanand,1,9,9,9,9,9,9,21200.0
1085,Navi Basti,2,9,9,9,9,9,9,14100.0
725,Navi Basti,1,9,9,9,9,9,9,34500.0
1450,Mumbai Highway,3,9,9,9,9,9,9,44400.0
1980,Sector 20 Kharghar,3,9,9,9,9,9,9,44400.0
1985,Sector 20 Kharghar,3,9,9,9,9,9,9,49500.0
1482,Navi Basti,3,9,9,9,9,9,9,8400.0
482,Rasayani,1,9,9,9,9,9,9,10500.0
670,taloja panchanand,1,9,9,9,9,9,9,34500.0
1450,Sector 10 Kamothe,3,9,9,9,9,9,9,12600.0
555,Kamothe,1,9,9,9,9,9,9,8400.0
482,Rasayani,1,9,9,9,9,9,9,195000.0
3500,Santacruz West,5,9,9,9,9,9,9,195000.0
3733,Aundh,4,9,9,9,9,9,9,90000.0
1800,Khar West,4,9,9,9,9,9,9,20400.0
1065,Pimpri,2,9,9,9,9,9,9,23100.0
510,Kandivali East,1,9,9,9,9,9,9,24300.0
1079,Hadapsar,2,9,9,9,9,9,9,26100.0
1100,kavesar,2,9,9,9,9,9,9,13500.0
555,Owale,1,9,9,9,9,9,9,24000.0
1221,Kalamboli,2,9,9,9,9,9,9,11600.0
650,Roadpali,1,9,9,9,9,9,9,11700.0
380,Hadapsar,1,9,9,9,9,9,9,27000.0
1171,Kopara,2,9,9,9,9,9,9,57000.0
1503,Mumbai Highway,3,9,9,9,9,9,9,40500.0
1415,Hadapsar,3,9,9,9,9,9,9,25200.0
776,Sector 20 Kharghar,2,9,9,9,9,9,9,40500.0
1414,Hadapsar,3,9,9,9,9,9,9,36000.0
1302,Sector 11 Kharghar,3,9,9,9,9,9,9,25500.0
966,Sector 19 Kharghar,2,9,9,9,9,9,9,60600.0
1040,Goregaon East,2,9,9,9,9,9,9,30600.0
585,Kondhwa,1,9,9,9,9,9,9,25500.0
600,Seawoods,1,9,9,9,9,9,9,15900.0
545,royal palms goregaon east,1,9,9,9,9,9,9,23400.0
3140,Aundh,3,9,9,9,9,9,9,12900.0
526,Goregaon East,1,9,9,9,9,9,9,21600.0
937,Goregaon East,3,9,9,9,9,9,9,12600.0
1800,Khar West,4,9,9,9,9,9,9,20400.0
1065,Pimpri,2,9,9,9,9,9,9,13500.0
693,Kothrud,1,9,9,9,9,9,9,23100.0
510,Kandivali East,1,9,9,9,9,9,9,24300.0
1079,Hadapsar,2,9,9,9,9,9,9,12600.0
640,Hadapsar,1,9,9,9,9,9,9,34500.0
1182,Hadapsar,2,9,9,9,9,9,9,24000.0
1000,Hadapsar,2,9,9,9,9,9,9,48000.0
1600,Hadapsar,3,9,9,9,9,9,9,43500.0
1655,Hadapsar,3,9,9,9,9,9,9,19500.0
675,Hadapsar,1,9,9,9,9,9,9,28500.0
1050,Hadapsar,2,9,9,9,9,9,9,24000.0
800,Hadapsar,2,9,9,9,9,9,9,33000.0
1100,mumbai,2,9,9,9,9,9,9,27600.0
1250,Hadapsar,2,9,9,9,9,9,9,15600.0
590,Hadapsar,1,9,9,9,9,9,9,18000.0
675,Hadapsar,1,9,9,9,9,9,9,39000.0
1200,Hadapsar,3,9,9,9,9,9,9,31500.0
911,Hadapsar,2,9,9,9,9,9,9,33300.0
1117,Hadapsar,2,9,9,9,9,9,9,38100.0
1125,Hadapsar,2,9,9,9,9,9,9,18000.0
560,Hadapsar,1,9,9,9,9,9,9,16500.0
650,Hadapsar,1,9,9,9,9,9,9,29400.0
1090,Hadapsar,2,9,9,9,9,9,9,30000.0
1463,Hadapsar,2,9,9,9,9,9,9,39000.0
1500,Hadapsar,3,9,9,9,9,9,9,16500.0
640,Hadapsar,1,9,9,9,9,9,9,21600.0
860,Hadapsar,1,9,9,9,9,9,9,45000.0
1300,Hadapsar,3,9,9,9,9,9,9,31500.0
1075,Hadapsar,2,9,9,9,9,9,9,13800.0
600,Hadapsar,1,9,9,9,9,9,9,16500.0
450,Hadapsar,1,9,9,9,9,9,9,15000.0
650,Hadapsar,1,9,9,9,9,9,9,24000.0
800,Hadapsar,2,9,9,9,9,9,9,18000.0
675,Hadapsar,1,9,9,9,9,9,9,15600.0
590,Hadapsar,1,9,9,9,9,9,9,39000.0
1300,Hadapsar,2,9,9,9,9,9,9,48000.0
1600,Hadapsar,3,9,9,9,9,9,9,43500.0
1655,Hadapsar,3,9,9,9,9,9,9,28500.0
1050,Hadapsar,2,9,9,9,9,9,9,24000.0
800,Hadapsar,2,9,9,9,9,9,9,24000.0
914,Hadapsar,2,9,9,9,9,9,9,33000.0
1100,Hadapsar,2,9,9,9,9,9,9,24000.0
1000,Hadapsar,2,9,9,9,9,9,9,48000.0
1600,Hadapsar,3,9,9,9,9,9,9,43500.0
1655,Hadapsar,3,9,9,9,9,9,9,19500.0
675,Hadapsar,1,9,9,9,9,9,9,28500.0
1050,Hadapsar,2,9,9,9,9,9,9,24000.0
800,Hadapsar,2,9,9,9,9,9,9,33000.0
1100,mumbai,2,9,9,9,9,9,9,27600.0
1250,Hadapsar,2,9,9,9,9,9,9,15600.0
590,Hadapsar,1,9,9,9,9,9,9,18000.0
675,Hadapsar,1,9,9,9,9,9,9,39000.0
1200,Hadapsar,3,9,9,9,9,9,9,31500.0
911,Hadapsar,2,9,9,9,9,9,9,33300.0
1117,Hadapsar,2,9,9,9,9,9,9,38100.0
1125,Hadapsar,2,9,9,9,9,9,9,18000.0
560,Hadapsar,1,9,9,9,9,9,9,16500.0
650,Hadapsar,1,9,9,9,9,9,9,29400.0
1090,Hadapsar,2,9,9,9,9,9,9,30000.0
1463,Hadapsar,2,9,9,9,9,9,9,39000.0
1500,Hadapsar,3,9,9,9,9,9,9,16500.0
640,Hadapsar,1,9,9,9,9,9,9,21600.0
860,Hadapsar,1,9,9,9,9,9,9,45000.0
1300,Hadapsar,3,9,9,9,9,9,9,31500.0
1075,Hadapsar,2,9,9,9,9,9,9,13800.0
600,Hadapsar,1,9,9,9,9,9,9,16500.0
450,Hadapsar,1,9,9,9,9,9,9,15000.0
650,Hadapsar,1,9,9,9,9,9,9,24000.0
800,Hadapsar,2,9,9,9,9,9,9,18000.0
675,Hadapsar,1,9,9,9,9,9,9,15600.0
590,Hadapsar,1,9,9,9,9,9,9,39000.0
1300,Hadapsar,2,9,9,9,9,9,9,48000.0
1600,Hadapsar,3,9,9,9,9,9,9,43500.0
1655,Hadapsar,3,9,9,9,9,9,9,28500.0
1050,Hadapsar,2,9,9,9,9,9,9,24000.0
800,Hadapsar,2,9,9,9,9,9,9,24000.0
914,Hadapsar,2,9,9,9,9,9,9,33000.0
1100,Hadapsar,2,9,9,9,9,9,9,27600.0
1250,Hadapsar,2,9,9,9,9,9,9,11700.0
1120,Andheri,2,9,9,9,9,9,9,65400.0
999,Kandivali East,2,9,9,9,9,9,9,97500.0
980,Sadashiv Peth,2,9,9,9,9,9,9,39000.0
1500,Hadapsar,3,9,9,9,9,9,9,16500.0
640,Hadapsar,1,9,9,9,9,9,9,21600.0
860,Hadapsar,1,9,9,9,9,9,9,45000.0
1300,Hadapsar,3,9,9,9,9,9,9,31500.0
1075,Hadapsar,2,9,9,9,9,9,9,13800.0
600,Hadapsar,1,9,9,9,9,9,9,16500.0
450,Hadapsar,1,9,9,9,9,9,9,15000.0
650,Hadapsar,1,9,9,9,9,9,9,24000.0
800,Hadapsar,2,9,9,9,9,9,9,18000.0
675,Hadapsar,1,9,9,9,9,9,9,15600.0
590,Hadapsar,1,9,9,9,9,9,9,39000.0
1300,Hadapsar,2,9,9,9,9,9,9,48000.0
1600,Hadapsar,3,9,9,9,9,9,9,43500.0
1655,Hadapsar,3,9,9,9,9,9,9,28500.0
1050,Hadapsar,2,9,9,9,9,9,9,24000.0
800,Hadapsar,2,9,9,9,9,9,9,24000.0
914,Hadapsar,2,9,9,9,9,9,9,33000.0
1100,Hadapsar,2,9,9,9,9,9,9,27600.0
1250,Hadapsar,2,9,9,9,9,9,9,22700.0
550,Pokhran 2,1,9,9,9,9,9,9,12900.0
526,Goregaon East,1,9,9,9,9,9,9,21600.0
937,Goregaon East,3,9,9,9,9,9,9,12600.0
1278,Goregaon East,3,9,9,9,9,9,9,37500.0
800,Sinhagad Road,2,9,9,9,9,9,9,22700.0
550,Pokhran 2,1,9,9,9,9,9,9,23400.0
545,Wakad,1,9,9,9,9,9,9,22500.0
600,Majiwada,1,9,9,9,9,9,9,22700.0
550,Pokhran 2,1,9,9,9,9,9,9,23400.0
545,vrindavan society,1,9,9,9,9,9,9,17100.0
670,Hadapsar,1,9,9,9,9,9,9,30000.0
825,Kothrud,2,9,9,9,9,9,9,13800.0
715,Wagholi,1,9,9,9,9,9,9,18000.0
1040,Sector 23 Ulwe,2,9,9,9,9,9,9,15000.0
1000,Hinjewadi,2,9,9,9,9,9,9,49500.0
860,Kandivali East,2,9,9,9,9,9,9,10500.0
590,Dombivli (West),2,9,9,9,9,9,9,40500.0
995,Wakad,2,9,9,9,9,9,9,60000.0
1500,CBD Belapur East,3,9,9,9,9,9,9,40500.0
1200,CBD Belapur East,2,9,9,9,9,9,9,58500.0
1400,CBD Belapur East,3,9,9,9,9,9,9,51000.0
670,Parel Village,1,9,9,9,9,9,9,118200.0
2080,Karave Nagar,3,9,9,9,9,9,9,23400.0
1125,Sector35D Kharghar,2,9,9,9,9,9,9,23400.0
600,Sector 19A Nerul,1,9,9,9,9,9,9,48000.0
650,Antop Hill,1,9,9,9,9,9,9,82500.0
1250,Antop Hill,3,9,9,9,9,9,9,54000.0
769,Wadala East Wadala,1,9,9,9,9,9,9,64500.0
1010,Suman Nagar,2,9,9,9,9,9,9,44700.0
698,Wadala East Wadala,1,9,9,9,9,9,9,61500.0
1000,Antop Hill,2,9,9,9,9,9,9,78000.0
1371,Wadala East Wadala,3,9,9,9,9,9,9,63000.0
1130,Bhakti Park,2,9,9,9,9,9,9,38400.0
700,Antop Hill,1,9,9,9,9,9,9,36000.0
700,Antop Hill,1,9,9,9,9,9,9,54000.0
1060,Wadala East Wadala,2,9,9,9,9,9,9,141000.0
2600,Wadala East Wadala,3,9,9,9,9,9,9,42000.0
2453,Hanuman Chowk,4,9,9,9,9,9,9,87000.0
1543,Wadala East Wadala,3,9,9,9,9,9,9,97500.0
1250,Wadala East Wadala,3,9,9,9,9,9,9,63000.0
1135,Bhakti Park,2,9,9,9,9,9,9,165000.0
1557,Lower Parel,3,9,9,9,9,9,9,40500.0
995,Wakad,2,9,9,9,9,9,9,60000.0
1500,CBD Belapur East,3,9,9,9,9,9,9,40500.0
1200,CBD Belapur East,2,9,9,9,9,9,9,58500.0
1400,CBD Belapur East,3,9,9,9,9,9,9,60000.0
1400,CBD Belapur East,3,9,9,9,9,9,9,34500.0
960,CBD Belapur East,2,9,9,9,9,9,9,33000.0
440,Bandra East,1,9,9,9,9,9,9,199800.0
833,Willingdon,2,9,9,9,9,9,9,33000.0
1150,Wagholi,2,9,9,9,9,9,9,12000.0
625,Sector 18 Kamothe,1,9,9,9,9,9,9,20400.0
1000,Kamothe,2,9,9,9,9,9,9,14700.0
620,Sector 21 Kamothe,1,9,9,9,9,9,9,178500.0
2730,Dahisar,4,9,9,9,9,9,9,111000.0
1361,Dahisar,2,9,9,9,9,9,9,109500.0
1250,Dahisar,2,9,9,9,9,9,9,84000.0
1850,Dahisar,3,9,9,9,9,9,9,111000.0
1361,Dahisar,2,9,9,9,9,9,9,129000.0
1850,Dahisar,3,9,9,9,9,9,9,111000.0
1361,Dahisar,2,9,9,9,9,9,9,109500.0
1250,Dahisar,2,9,9,9,9,9,9,84000.0
1850,Dahisar,3,9,9,9,9,9,9,111000.0
1361,Dahisar,2,9,9,9,9,9,9,129000.0
1850,Dahisar,3,9,9,9,9,9,9,87000.0
980,Dahisar,2,9,9,9,9,9,9,105000.0
873,Dahisar,2,9,9,9,9,9,9,78000.0
1230,Dahisar,3,9,9,9,9,9,9,78000.0
1250,Dahisar,3,9,9,9,9,9,9,132000.0
1721,Dahisar,3,9,9,9,9,9,9,33000.0
585,VishnuNagar,1,9,9,9,9,9,9,199800.0
833,Willingdon,2,9,9,9,9,9,9,33000.0
1150,Wagholi,2,9,9,9,9,9,9,12000.0
625,Sector 18 Kamothe,1,9,9,9,9,9,9,20400.0
1000,Kamothe,2,9,9,9,9,9,9,14700.0
620,Sector 21 Kamothe,1,9,9,9,9,9,9,178500.0
2730,Dahisar,4,9,9,9,9,9,9,12200.0
675,Vichumbe,1,9,9,9,9,9,9,49500.0
1500,Hadapsar,3,9,9,9,9,9,9,40500.0
1140,Wakad,3,9,9,9,9,9,9,29700.0
771,Wakad,2,9,9,9,9,9,9,120000.0
2000,Kharadi,4,9,9,9,9,9,9,44700.0
900,Vashi,2,9,9,9,9,9,9,25500.0
990,Poonam Sagar Complex,2,9,9,9,9,9,9,135000.0
5500,Santacruz East,4,9,9,9,9,9,9,180000.0
1836,Sadashiv Peth,3,9,9,9,9,9,9,16800.0
1000,Pimpri,3,9,9,9,9,9,9,44400.0
1505,Wakad,3,9,9,9,9,9,9,46200.0
1570,Wakad,3,9,9,9,9,9,9,38700.0
1311,Wakad,3,9,9,9,9,9,9,38100.0
1290,Wakad,3,9,9,9,9,9,9,34500.0
1170,Wakad,2,9,9,9,9,9,9,32400.0
1102,Wakad,2,9,9,9,9,9,9,28500.0
963,Wakad,2,9,9,9,9,9,9,24600.0
831,Wakad,2,9,9,9,9,9,9,35700.0
1209,Wakad,2,9,9,9,9,9,9,28100.0
952,Wakad,2,9,9,9,9,9,9,29900.0
1011,Wakad,2,9,9,9,9,9,9,30000.0
1015,Wakad,2,9,9,9,9,9,9,33300.0
1135,Wakad,2,9,9,9,9,9,9,31200.0
4650,Aundh,5,9,9,9,9,9,9,44400.0
1505,Wakad,3,9,9,9,9,9,9,46200.0
1570,Wakad,3,9,9,9,9,9,9,38700.0
1311,Wakad,3,9,9,9,9,9,9,38100.0
1290,Wakad,3,9,9,9,9,9,9,34500.0
1170,Wakad,2,9,9,9,9,9,9,32400.0
1102,Wakad,2,9,9,9,9,9,9,28500.0
963,Wakad,2,9,9,9,9,9,9,24600.0
831,Wakad,2,9,9,9,9,9,9,35700.0
1209,Wakad,2,9,9,9,9,9,9,28100.0
952,Wakad,2,9,9,9,9,9,9,29900.0
1011,Wakad,2,9,9,9,9,9,9,30000.0
1015,Wakad,2,9,9,9,9,9,9,33300.0
1135,Wakad,2,9,9,9,9,9,9,31200.0
1065,Wakad,2,9,9,9,9,9,9,49500.0
1465,Wakad,3,9,9,9,9,9,9,36000.0
950,Wakad,2,9,9,9,9,9,9,8400.0
375,Mulund East,1,9,9,9,9,9,9,14400.0
650,Kothrud,1,9,9,9,9,9,9,54000.0
630,Kalyani Nagar,2,9,9,9,9,9,9,12900.0
885,Powai Lake,2,9,9,9,9,9,9,21600.0
1012,Kamothe,2,9,9,9,9,9,9,30000.0
1129,Kamothe,2,9,9,9,9,9,9,14800.0
600,Kamothe,1,9,9,9,9,9,9,21000.0
1012,Kamothe,2,9,9,9,9,9,9,36600.0
1565,Kamothe,3,9,9,9,9,9,9,15600.0
630,Kamothe,1,9,9,9,9,9,9,31200.0
1129,Kamothe,2,9,9,9,9,9,9,31200.0
1129,Kamothe,2,9,9,9,9,9,9,15300.0
605,Kamothe,1,9,9,9,9,9,9,15000.0
600,Kamothe,1,9,9,9,9,9,9,15300.0
605,Kamothe,1,9,9,9,9,9,9,23700.0
1000,Kamothe,2,9,9,9,9,9,9,28500.0
1310,Kamothe,2,9,9,9,9,9,9,28500.0
1225,Kamothe,2,9,9,9,9,9,9,27900.0
1310,Kamothe,2,9,9,9,9,9,9,37500.0
1540,Kamothe,3,9,9,9,9,9,9,37200.0
1565,Kamothe,3,9,9,9,9,9,9,29400.0
1225,Kamothe,2,9,9,9,9,9,9,14400.0
600,Kamothe,1,9,9,9,9,9,9,14800.0
635,Kamothe,1,9,9,9,9,9,9,15900.0
650,Kamothe,1,9,9,9,9,9,9,69000.0
1680,Sector-8 Sanpada,2,9,9,9,9,9,9,97500.0
2415,Sector-9 Ghansoli,4,9,9,9,9,9,9,44400.0
1245,Airoli,2,9,9,9,9,9,9,10800.0
600,Balkum,1,9,9,9,9,9,9,21000.0
840,Hiranandani Estates,2,9,9,9,9,9,9,17700.0
600,Majiwada,1,9,9,9,9,9,9,32400.0
1209,Majiwada,2,9,9,9,9,9,9,28800.0
1100,kavesar,2,9,9,9,9,9,9,19500.0
730,kavesar,1,9,9,9,9,9,9,28500.0
1200,kavesar,2,9,9,9,9,9,9,19500.0
600,Vartak Nagar,1,9,9,9,9,9,9,24000.0
990,Vartak Nagar,2,9,9,9,9,9,9,28500.0
1100,Wakad,2,9,9,9,9,9,9,36600.0
1327,Balkum,3,9,9,9,9,9,9,17700.0
585,Majiwada,1,9,9,9,9,9,9,28500.0
1200,kavesar,2,9,9,9,9,9,9,19500.0
600,Vartak Nagar,1,9,9,9,9,9,9,24000.0
990,Vartak Nagar,2,9,9,9,9,9,9,28500.0
1100,Wakad,2,9,9,9,9,9,9,36600.0
1327,Balkum,3,9,9,9,9,9,9,17700.0
585,Majiwada,1,9,9,9,9,9,9,22500.0
800,Majiwada,2,9,9,9,9,9,9,19500.0
570,Vartak Nagar,1,9,9,9,9,9,9,27900.0
1100,kavesar,2,9,9,9,9,9,9,21600.0
860,Hiranandani Estates,2,9,9,9,9,9,9,31500.0
1170,Majiwada,2,9,9,9,9,9,9,19500.0
570,Vartak Nagar,1,9,9,9,9,9,9,36600.0
1327,Balkum,3,9,9,9,9,9,9,31500.0
1170,Majiwada,2,9,9,9,9,9,9,19500.0
570,Vartak Nagar,1,9,9,9,9,9,9,22500.0
890,Vartak Nagar,2,9,9,9,9,9,9,28500.0
1100,kavesar,2,9,9,9,9,9,9,21900.0
800,Majiwada,2,9,9,9,9,9,9,17700.0
585,Majiwada,1,9,9,9,9,9,9,37200.0
1300,Vartak Nagar,3,9,9,9,9,9,9,25200.0
376,Rajendra Nagar,1,9,9,9,9,9,9,57000.0
764,Charkop,2,9,9,9,9,9,9,66600.0
995,dhanukarwadi,3,9,9,9,9,9,9,25500.0
405,Vazira,1,9,9,9,9,9,9,13200.0
600,Pimpri,2,9,9,9,9,9,9,31500.0
400,Link Road,1,9,9,9,9,9,9,21900.0
1149,Haware City,3,9,9,9,9,9,9,12800.0
560,Haware City,1,9,9,9,9,9,9,18000.0
650,Kothrud,1,9,9,9,9,9,9,78000.0
1045,Pashan,2,9,9,9,9,9,9,25500.0
1175,Vasai West,3,9,9,9,9,9,9,39000.0
550,Four Bunglows,1,9,9,9,9,9,9,47700.0
867,Baner,2,9,9,9,9,9,9,16600.0
990,Palava,2,9,9,9,9,9,9,29700.0
3300,Oshiwara Police Station Road,4,9,9,9,9,9,9,8100.0
640,Virar,1,9,9,9,9,9,9,157500.0
1450,Khar West,3,9,9,9,9,9,9,165000.0
1600,Almeida Park,3,9,9,9,9,9,9,105000.0
1000,Koregaon Park,2,9,9,9,9,9,9,78000.0
1045,Pashan,2,9,9,9,9,9,9,25500.0
1175,Vasai West,3,9,9,9,9,9,9,87600.0
909,Seven Bunglow,2,9,9,9,9,9,9,9600.0
285,Vasai east,1,9,9,9,9,9,9,42600.0
950,Kondhwa,2,9,9,9,9,9,9,178200.0
3498,Worli,3,9,9,9,9,9,9,6300.0
245,Kothrud,1,9,9,9,9,9,9,23900.0
755,Pimpri,2,9,9,9,9,9,9,7000.0
430,Badlapur East,1,9,9,9,9,9,9,11900.0
413,Pimpri,1,9,9,9,9,9,9,12300.0
465,Pimpri,1,9,9,9,9,9,9,14400.0
610,Pimpri,2,9,9,9,9,9,9,13100.0
610,Pimpri,2,9,9,9,9,9,9,13100.0
610,Pimpri,2,9,9,9,9,9,9,15200.0
650,Pimpri,2,9,9,9,9,9,9,13100.0
430,Pimpri,1,9,9,9,9,9,9,14400.0
485,Pimpri,1,9,9,9,9,9,9,17400.0
686,Dombivali East,2,9,9,9,9,9,9,13700.0
430,Pimpri,1,9,9,9,9,9,9,7800.0
500,Badlapur East,1,9,9,9,9,9,9,22500.0
660,Pimpri,2,9,9,9,9,9,9,13400.0
455,Pimpri,1,9,9,9,9,9,9,8500.0
466,Ambernath East,1,9,9,9,9,9,9,17400.0
686,Dombivali East,2,9,9,9,9,9,9,10500.0
450,Pimpri,1,9,9,9,9,9,9,17400.0
686,Dombivali East,2,9,9,9,9,9,9,21300.0
660,Pimpri,2,9,9,9,9,9,9,24900.0
790,Pimpri,2,9,9,9,9,9,9,7800.0
500,Badlapur East,1,9,9,9,9,9,9,7700.0
441,Badlapur East,1,9,9,9,9,9,9,7200.0
480,Badlapur,1,9,9,9,9,9,9,14000.0
525,Pimpri,1,9,9,9,9,9,9,17400.0
663,Pimpri,2,9,9,9,9,9,9,12600.0
440,Pimpri,1,9,9,9,9,9,9,11100.0
417,Pimpri,1,9,9,9,9,9,9,11100.0
650,Taloja,1,9,9,9,9,9,9,14400.0
660,Hadapsar,1,9,9,9,9,9,9,123600.0
2300,Malad East,4,9,9,9,9,9,9,36000.0
720,Malad East,1,9,9,9,9,9,9,8400.0
510,Taloja,1,9,9,9,9,9,9,7800.0
520,Taloja,1,9,9,9,9,9,9,7200.0
490,Taloja,1,9,9,9,9,9,9,6600.0
470,Taloja,1,9,9,9,9,9,9,45000.0
800,Camp,2,9,9,9,9,9,9,165000.0
1225,Khar West,3,9,9,9,9,9,9,195000.0
1175,Khar West,3,9,9,9,9,9,9,24900.0
1095,Kothrud,2,9,9,9,9,9,9,15300.0
695,Kothrud,1,9,9,9,9,9,9,24300.0
1055,Kothrud,2,9,9,9,9,9,9,20400.0
875,Kothrud,2,9,9,9,9,9,9,15300.0
675,Kothrud,1,9,9,9,9,9,9,138000.0
2285,Worli,3,9,9,9,9,9,9,195000.0
2580,Worli,3,9,9,9,9,9,9,165000.0
3800,Khar West,4,9,9,9,9,9,9,195000.0
2250,Vile Parle E,4,9,9,9,9,9,9,38400.0
750,Pokhran Road No 2,2,9,9,9,9,9,9,38400.0
1100,Sainath Nagar,2,9,9,9,9,9,9,67500.0
1900,Sainath Nagar,3,9,9,9,9,9,9,57000.0
1600,Sainath Nagar,3,9,9,9,9,9,9,81000.0
2300,Kapur Bawdi,4,9,9,9,9,9,9,52500.0
2400,Manpada near Tiku ji ni wadi,3,9,9,9,9,9,9,39600.0
1120,Kapur Bawdi,2,9,9,9,9,9,9,6900.0
254,Kothrud,1,9,9,9,9,9,9,6000.0
220,Kothrud,1,9,9,9,9,9,9,24900.0
525,Kandivali East,1,9,9,9,9,9,9,22200.0
650,Nerul,1,9,9,9,9,9,9,28500.0
826,Kolshet Industrial Area,2,9,9,9,9,9,9,22500.0
1050,PARSIK NAGAR,2,9,9,9,9,9,9,17400.0
630,PARSIK NAGAR,1,9,9,9,9,9,9,27000.0
985,PARSIK NAGAR,2,9,9,9,9,9,9,27000.0
985,PARSIK NAGAR,2,9,9,9,9,9,9,15000.0
650,PARSIK NAGAR,1,9,9,9,9,9,9,23400.0
1000,PARSIK NAGAR,2,9,9,9,9,9,9,12600.0
650,Sector16 Ulwe,1,9,9,9,9,9,9,6900.0
254,Kothrud,1,9,9,9,9,9,9,6000.0
220,Kothrud,1,9,9,9,9,9,9,24900.0
525,Kandivali East,1,9,9,9,9,9,9,33300.0
1205,Seawoods,2,9,9,9,9,9,9,56700.0
1225,Thakur complex,2,9,9,9,9,9,9,42000.0
900,Borivali East,2,9,9,9,9,9,9,45000.0
1000,Kandivali East,2,9,9,9,9,9,9,22800.0
5320,Kandivali East,5,9,9,9,9,9,9,195000.0
2590,Kandivali East,6,9,9,9,9,9,9,49500.0
1065,Kandivali East,3,9,9,9,9,9,9,22200.0
650,Bhandup West,1,9,9,9,9,9,9,25500.0
800,Kothrud,2,9,9,9,9,9,9,33000.0
1102,Majiwada thane,2,9,9,9,9,9,9,45000.0
1400,Mumbai Agra National Highway,3,9,9,9,9,9,9,40500.0
1250,Anand Nagar Thane West,2,9,9,9,9,9,9,38400.0
1100,Majiwada thane,2,9,9,9,9,9,9,57000.0
1600,Majiwada thane,3,9,9,9,9,9,9,45000.0
1400,Majiwada thane,3,9,9,9,9,9,9,38400.0
1100,Sainath Nagar,2,9,9,9,9,9,9,67500.0
1900,Sainath Nagar,3,9,9,9,9,9,9,57000.0
1600,Sainath Nagar,3,9,9,9,9,9,9,42000.0
1014,Charkop Sector 8,2,9,9,9,9,9,9,49500.0
1065,Kandivali East,3,9,9,9,9,9,9,56700.0
1225,Thakur complex,2,9,9,9,9,9,9,27300.0
920,Wakad,2,9,9,9,9,9,9,88200.0
1450,Andheri,3,9,9,9,9,9,9,66600.0
900,Andheri,3,9,9,9,9,9,9,31500.0
980,Borivali,2,9,9,9,9,9,9,39600.0
918,Borivali East,2,9,9,9,9,9,9,42600.0
925,Kharadi,2,9,9,9,9,9,9,48000.0
1232,Malad East,2,9,9,9,9,9,9,30900.0
975,Malad East,2,9,9,9,9,9,9,24300.0
710,Malad East,1,9,9,9,9,9,9,60300.0
1100,Kondhwa,2,9,9,9,9,9,9,35100.0
840,Kondhwa,2,9,9,9,9,9,9,8400.0
630,Undri,1,9,9,9,9,9,9,7800.0
590,Undri,1,9,9,9,9,9,9,24000.0
950,Hadapsar,2,9,9,9,9,9,9,12900.0
800,Hadapsar,1,9,9,9,9,9,9,24000.0
1075,Hadapsar,2,9,9,9,9,9,9,24900.0
1050,Hadapsar,2,9,9,9,9,9,9,13500.0
600,Hadapsar,1,9,9,9,9,9,9,15000.0
650,Hadapsar,1,9,9,9,9,9,9,25500.0
1175,Hadapsar,2,9,9,9,9,9,9,25500.0
1050,Hadapsar,2,9,9,9,9,9,9,28500.0
1120,Hadapsar,2,9,9,9,9,9,9,19500.0
735,Hadapsar,1,9,9,9,9,9,9,18000.0
759,Hadapsar,1,9,9,9,9,9,9,28500.0
1120,Hadapsar,2,9,9,9,9,9,9,21000.0
735,Hadapsar,1,9,9,9,9,9,9,19500.0
649,Hadapsar,1,9,9,9,9,9,9,19500.0
660,Hadapsar,1,9,9,9,9,9,9,25500.0
1000,Hadapsar,2,9,9,9,9,9,9,31500.0
1120,Hadapsar,2,9,9,9,9,9,9,41100.0
1380,Hadapsar,2,9,9,9,9,9,9,28500.0
1120,Hadapsar,2,9,9,9,9,9,9,28500.0
